LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2M_MAX,T2M_MIN,WS50M_RANGE,WS50M_MIN,WS50M_MAX,WS50M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,KT,PRECTOT,QV2M,PS,T2M
11.88101,79.75921,2018,3,12,7.27,28.8,31.85,24.57,3.14,4.13,7.27,5.77,-999,6.01,0.59,1.19,17.36,100.8,27.7
11.88101,79.75921,2018,3,13,5.18,28.7,30.79,25.61,2.67,3.78,6.45,5.04,-999,4.27,0.42,1.74,17.46,100.74,27.88
11.88101,79.75921,2018,3,14,6.53,29.13,31.7,25.17,2.24,2.9,5.14,3.78,-999,-999,-999,0.41,17.31,100.65,28.04
11.88101,79.75921,2018,3,15,6.62,29.85,32.14,25.52,3.14,2.46,5.6,4.14,-999,6.07,0.59,0.44,17.42,100.59,28.49
11.88101,79.75921,2018,3,16,6.6,29.78,32.22,25.62,3.97,2.47,6.45,4.47,-999,6.02,0.59,3.08,18.03,100.5,28.49
11.88101,79.75921,2018,3,17,2.25,27.29,27.92,25.67,3.11,2.71,5.82,4.38,-999,2.92,0.29,8.88,18.02,100.6,26.72
11.88101,79.75921,2018,3,18,6.4,28.98,31.67,25.28,2.89,3.74,6.63,4.97,-999,6.48,0.63,0.31,16.82,100.7,27.78
11.88101,79.75921,2018,3,19,7.24,28.72,31.89,24.65,2.25,3.2,5.45,4.52,7.06,6.98,0.68,0,15.71,100.81,27.62
11.88101,79.75921,2018,3,20,8.34,28.57,32.45,24.12,4.13,1.94,6.07,3.9,7.04,7.03,0.68,0,15.61,100.7,27.56
11.88101,79.75921,2018,3,21,9.66,29.24,33.61,23.95,4.52,1.65,6.16,3.45,7.18,7.18,0.7,0.01,15.68,100.56,28.1
11.88101,79.75921,2018,3,22,10.5,29.89,34.64,24.14,4.23,2.79,7.02,4.38,7.11,7.07,0.68,0,15.69,100.37,28.86
11.88101,79.75921,2018,3,23,7.93,30.11,33.89,25.97,3.13,3.35,6.48,5.01,7.05,6.95,0.67,0.32,17.42,100.34,29.28
11.88101,79.75921,2018,3,24,7.79,30.15,33.74,25.95,2.94,3.31,6.25,4.46,-999,6.9,0.67,0.12,17.08,100.54,29.13
11.88101,79.75921,2018,3,25,7.87,29.53,33.15,25.29,3.4,2.6,6,4.45,-999,7.07,0.68,0,16.13,100.77,28.45
11.88101,79.75921,2018,3,26,8.55,29.58,33.12,24.57,3.52,2.16,5.68,3.78,-999,5.82,0.56,0.01,15.65,100.81,28.21
11.88101,79.75921,2018,3,27,8.19,30.27,33.41,25.22,5.19,0.81,6,3.4,-999,6.49,0.62,0.13,17.59,100.66,28.83
11.88101,79.75921,2018,3,28,8.32,30.78,34.31,26,3.88,3.16,7.04,4.76,-999,6.76,0.65,0.11,18.25,100.56,29.47
11.88101,79.75921,2018,3,29,8.8,30.95,34.53,25.74,3.05,3.63,6.68,5,7.19,7.16,0.69,0.1,18.11,100.51,29.63
11.88101,79.75921,2018,3,30,7.23,30.49,33.64,26.4,2.76,4.31,7.07,5.55,-999,-999,-999,0.09,18.15,100.46,29.56
11.88101,79.75921,2018,3,31,7.53,30.49,33.95,26.42,3.49,3.27,6.77,5.14,7.1,7,0.67,0.65,18.88,100.41,29.6
11.88101,79.75921,2018,4,1,6.84,30.54,33.46,26.62,3.33,3.71,7.03,5.25,-999,6.51,0.62,0.38,18.82,100.41,29.32
11.88101,79.75921,2018,4,2,7.49,30.64,33.59,26.1,3.24,2.95,6.19,4.49,-999,6.41,0.61,0.19,18.26,100.52,29.21
11.88101,79.75921,2018,4,3,7.45,30.66,33.4,25.95,4.11,2.47,6.58,4.09,-999,6.36,0.61,0.13,17.73,100.49,29.1
11.88101,79.75921,2018,4,4,7.73,30.89,33.83,26.1,5.31,1.09,6.4,3.78,-999,6.63,0.63,0.04,17.38,100.37,29.31
11.88101,79.75921,2018,4,5,7.72,30.45,33.53,25.81,2.73,3.17,5.9,4.61,7.13,6.88,0.66,0,17.04,100.32,29.04
11.88101,79.75921,2018,4,6,8.23,30.92,34.06,25.83,2.94,2.72,5.66,4.24,-999,6.18,0.59,0.02,17.14,100.38,29.43
11.88101,79.75921,2018,4,7,8.32,31.06,34.1,25.78,3.75,2.48,6.24,4.34,-999,6.74,0.64,0.19,17.91,100.5,29.42
11.88101,79.75921,2018,4,8,7.51,30.91,33.67,26.16,4.59,2.69,7.28,5.1,-999,6.45,0.61,0.42,17.7,100.57,29.41
11.88101,79.75921,2018,4,9,6.86,31.09,33.49,26.63,2.55,3.49,6.04,4.95,-999,5.78,0.55,0.42,17.32,100.58,29.58
11.88101,79.75921,2018,4,10,6.07,30.9,33.07,27,3.22,3.59,6.81,5.05,-999,6.29,0.6,1.57,18.58,100.49,29.5
11.88101,79.75921,2018,4,11,5.97,31.33,33.18,27.21,3.74,2.26,6.01,3.9,-999,6.37,0.6,0.44,18.36,100.47,29.78
11.88101,79.75921,2018,4,12,7.29,31.7,34.3,27.01,6.81,0.3,7.1,3.97,-999,6.18,0.59,0.4,18.05,100.38,29.98
11.88101,79.75921,2018,4,13,7.41,32.02,34.53,27.12,4.81,2.18,6.99,4.72,-999,6.12,0.58,1.21,18.08,100.46,30.26
11.88101,79.75921,2018,4,14,5.96,31.68,33.35,27.39,4.63,1.52,6.14,4.39,-999,5.35,0.51,1.57,18.55,100.44,29.94
11.88101,79.75921,2018,4,15,5.91,31.47,33.52,27.6,2.49,3.02,5.51,4.39,-999,5,0.47,1.57,18.32,100.49,30.14
11.88101,79.75921,2018,4,16,5.89,31.33,33.43,27.54,3.63,1.39,5.03,3.57,-999,5.88,0.56,0.94,18.68,100.54,30.08
11.88101,79.75921,2018,4,17,7.28,32.18,34.9,27.62,4.06,2.46,6.52,4.16,-999,6.24,0.59,0.12,17.8,100.57,30.64
11.88101,79.75921,2018,4,18,9.22,32.67,36.13,26.9,4.71,2.97,7.67,4.97,-999,6.77,0.64,0.13,17.75,100.5,31.05
11.88101,79.75921,2018,4,19,8.16,32.41,35.38,27.22,3.06,4.29,7.35,5.76,-999,5.75,0.54,0.19,18.58,100.34,30.92
11.88101,79.75921,2018,4,20,9,32.81,36.39,27.4,3.09,4.15,7.23,5.76,-999,6.61,0.63,0.93,18.54,100.3,31.4
11.88101,79.75921,2018,4,21,7.22,32.07,34.85,27.63,3.22,4.5,7.72,5.88,7.1,6.78,0.64,0.71,18.6,100.33,30.78
11.88101,79.75921,2018,4,22,8.56,32.69,36.03,27.47,3.03,4.03,7.05,5.41,-999,7.04,0.67,0.4,18.33,100.34,31.26
11.88101,79.75921,2018,4,23,6.83,31.84,34.53,27.7,2.52,3.63,6.16,5.11,-999,6.83,0.65,0.73,18.69,100.38,30.65
11.88101,79.75921,2018,4,24,8.73,32.53,35.78,27.05,3.7,3.23,6.93,5.48,-999,7.1,0.67,0.14,18.13,100.39,30.87
11.88101,79.75921,2018,4,25,8.04,32.35,35.22,27.18,2.91,3.81,6.73,4.95,7.13,6.88,0.65,0.89,18.79,100.32,30.76
11.88101,79.75921,2018,4,26,7.22,32.2,34.91,27.69,4.23,3.45,7.68,5.14,-999,6.58,0.62,1.27,19.12,100.26,30.8
11.88101,79.75921,2018,4,27,5.57,31.73,33.76,28.19,2.85,3.33,6.18,4.74,-999,6.35,0.6,0.32,19.23,100.42,30.68
11.88101,79.75921,2018,4,28,6.71,32.14,34.34,27.64,2.47,3.79,6.26,5.08,-999,6.09,0.58,0.37,18.48,100.51,30.72
11.88101,79.75921,2018,4,29,6.93,32.29,34.84,27.91,4.02,3.3,7.31,5.2,-999,5.21,0.49,0.36,19.37,100.36,30.92
11.88101,79.75921,2018,4,30,8.04,32.67,36.24,28.2,5.82,3.33,9.15,6.14,7.09,6.85,0.65,1.74,19.36,100.2,31.74
11.88101,79.75921,2018,5,1,5.73,31.66,34.46,28.73,4.8,3.25,8.06,5.92,-999,6.02,0.57,3.29,20.3,100.27,31.19
11.88101,79.75921,2018,5,2,4.63,30.83,33.2,28.57,4.83,2.41,7.23,4.85,-999,6.47,0.61,2.4,20.61,100.28,30.53
11.88101,79.75921,2018,5,3,4.23,30.74,32.7,28.47,3.35,3.72,7.07,5.23,-999,6.34,0.6,2.53,20.82,100.36,30.29
11.88101,79.75921,2018,5,4,5.45,30.75,33.09,27.65,3.39,2.65,6.04,4.3,-999,5.94,0.56,1.22,19.68,100.42,29.95
11.88101,79.75921,2018,5,5,6.03,31.5,33.71,27.67,4.24,2.21,6.45,4.58,-999,6.4,0.61,0.3,18.93,100.53,30.35
11.88101,79.75921,2018,5,6,5.68,31.45,33.67,27.99,2.69,3.69,6.38,5.15,-999,6.38,0.61,2.2,19.04,100.53,30.58
11.88101,79.75921,2018,5,7,6.22,31.53,33.89,27.67,4.04,3.19,7.23,5.45,-999,5.37,0.51,3.41,19.01,100.4,30.61
11.88101,79.75921,2018,5,8,5.09,31.14,33.11,28.02,4.27,3.44,7.71,5.71,-999,5.99,0.57,3.99,19.17,100.3,30.53
11.88101,79.75921,2018,5,9,6.48,31.09,33.86,27.39,2.64,4.48,7.12,6.17,-999,5.55,0.53,3.67,18.34,100.4,30.32
11.88101,79.75921,2018,5,10,6.15,31.06,32.96,26.81,4.11,3.23,7.34,5.2,-999,5.83,0.55,3.27,18.36,100.54,29.74
11.88101,79.75921,2018,5,11,7.09,31.48,34.16,27.07,3.81,4.28,8.09,5.64,-999,6.45,0.61,2.1,19.42,100.41,30.45
11.88101,79.75921,2018,5,12,6.13,31.45,33.83,27.7,5.05,3.13,8.18,5.62,-999,6.37,0.61,1.57,19.55,100.34,30.53
11.88101,79.75921,2018,5,13,6.47,31.81,34.35,27.88,3.27,3.9,7.17,5.71,-999,6.47,0.62,0.72,19.24,100.32,30.85
11.88101,79.75921,2018,5,14,7.08,32.31,34.72,27.64,5.71,1.53,7.25,4.9,-999,6.42,0.61,1.07,19,100.35,30.82
11.88101,79.75921,2018,5,15,4.16,30.08,31.83,27.67,4.7,0.48,5.18,2.52,-999,5.98,0.57,0.81,15.8,100.35,29.44
11.88101,79.75921,2018,5,16,7.17,31.45,33.88,26.7,3.6,2.88,6.47,4.17,6.73,5.78,0.55,1.61,17.87,100.21,30.13
11.88101,79.75921,2018,5,17,6.92,31.93,34.24,27.32,4.16,2.98,7.14,5.06,-999,5.44,0.52,1.81,18.61,100.19,30.6
11.88101,79.75921,2018,5,18,7.3,32.27,34.91,27.61,5.37,2.64,8.01,5.76,-999,5.88,0.56,0.36,18.35,100.13,31.1
11.88101,79.75921,2018,5,19,7.55,32.44,35.44,27.89,6.21,1.39,7.6,5.38,-999,4.88,0.47,1.25,18.85,100.09,31.1
11.88101,79.75921,2018,5,20,7.96,32.53,35.55,27.59,5.03,2.42,7.45,4.86,-999,6.58,0.63,2.77,19.57,100.09,31.19
11.88101,79.75921,2018,5,21,5.73,31.65,34.38,28.65,4.68,3.14,7.82,5.99,-999,5.6,0.53,2.28,18.99,100.17,31.08
11.88101,79.75921,2018,5,22,6.78,32.12,34.61,27.83,4.97,1.1,6.07,4.49,-999,5.23,0.5,2.27,18.4,100.17,30.9
11.88101,79.75921,2018,5,23,4.75,31.34,33.01,28.26,5.2,0.53,5.73,3.6,-999,5.26,0.5,3.2,19.33,100.12,30.2
11.88101,79.75921,2018,5,24,6.27,31.5,33.63,27.36,5.1,1.18,6.27,3.51,-999,5.18,0.5,2.31,19.06,99.98,30.21
11.88101,79.75921,2018,5,25,4,30.06,31.53,27.53,2.83,0.85,3.69,2.54,-999,4.57,0.44,6.34,19.35,99.98,29.13
11.88101,79.75921,2018,5,26,4.2,29.75,30.66,26.46,5.62,0.38,6,3.34,-999,4.88,0.47,3.26,19.13,100.04,28.61
11.88101,79.75921,2018,5,27,4.94,30.38,32.21,27.27,2.77,4.64,7.41,5.81,-999,5.25,0.5,1.25,20,100.01,29.69
11.88101,79.75921,2018,5,28,4.08,30.14,31.84,27.76,3.82,6.35,10.16,7.74,-999,6.31,0.61,1.28,20.23,99.85,29.7
11.88101,79.75921,2018,5,29,7.46,31.13,35.2,27.73,3.54,4.68,8.22,6.26,6.63,6.58,0.63,0.54,19.25,99.77,30.83
11.88101,79.75921,2018,5,30,8.05,32.29,35.96,27.91,5.94,1.62,7.56,5.19,6.66,6.39,0.61,0.24,19.33,99.78,31.69
11.88101,79.75921,2018,5,31,7.53,32.45,35.88,28.35,7.28,0.32,7.6,5.18,-999,6.07,0.58,0.37,19.55,99.91,31.95
11.88101,79.75921,2018,6,1,4.76,31.13,33.53,28.77,3.76,3.43,7.18,5.23,-999,5.82,0.56,2.44,19.71,100.11,30.89
11.88101,79.75921,2018,6,2,4.99,30.48,32.9,27.91,4.68,2.31,6.99,4.09,-999,6.14,0.59,2.95,19.78,100.15,30.14
11.88101,79.75921,2018,6,3,5.48,29.8,32.9,27.42,3.56,4.14,7.7,5.73,-999,5.66,0.54,5.74,19.78,100.07,29.67
11.88101,79.75921,2018,6,4,5.28,29.5,32.1,26.82,2.22,4.17,6.38,5.09,-999,5.89,0.57,3.45,19.25,100.01,29.14
11.88101,79.75921,2018,6,5,7.2,30.55,34.25,27.05,3.7,3.87,7.57,5.82,-999,6.35,0.61,2.96,19.02,100.02,30.21
11.88101,79.75921,2018,6,6,6.47,30.21,33.61,27.14,6.88,1.97,8.85,5.56,6.72,5.84,0.56,10.6,18.64,100.23,29.82
11.88101,79.75921,2018,6,7,7.43,29.6,33.82,26.38,2.95,5.84,8.79,7.78,-999,5.58,0.54,6.62,18.53,100.13,29.75
11.88101,79.75921,2018,6,8,8.98,31.1,35.82,26.84,3.21,7.21,10.42,8.59,-999,5.94,0.57,0.56,17.97,99.95,30.9
11.88101,79.75921,2018,6,9,6.24,30.38,33.83,27.59,3.58,7.64,11.23,9.71,-999,4.86,0.47,0.83,18.21,99.86,30.4
11.88101,79.75921,2018,6,10,7.74,30.55,34.05,26.31,3.4,6.43,9.83,8.59,-999,5.95,0.57,0.27,18.16,99.98,30.39
11.88101,79.75921,2018,6,11,7.22,30.76,34.66,27.44,2.76,8.08,10.85,9.48,-999,5.46,0.53,0.37,18.94,100.04,30.84
11.88101,79.75921,2018,6,12,6.49,30.51,33.94,27.45,2.75,6.97,9.72,8.4,-999,4.33,0.42,0.33,18.91,100.05,30.54
11.88101,79.75921,2018,6,13,6.77,30.45,33.99,27.22,4.43,6.28,10.71,8.12,-999,5.06,0.49,0.21,18.15,100.11,30.35
11.88101,79.75921,2018,6,14,8.55,31.16,35.34,26.79,7.01,3.18,10.18,6.7,-999,5.17,0.5,0.15,16.75,100.1,30.92
11.88101,79.75921,2018,6,15,8.68,31.53,35.7,27.02,5.88,2.98,8.86,5.85,-999,5.41,0.52,1.24,16.32,100.15,31.2
11.88101,79.75921,2018,6,16,8.67,30.92,35.87,27.2,5.74,3.23,8.97,6.23,-999,6.33,0.61,4.46,15.93,100.28,30.62
11.88101,79.75921,2018,6,17,9.23,30.59,35.18,25.95,2.06,5.61,7.67,6.57,6.78,6.46,0.62,2.42,16.06,100.27,30.3
11.88101,79.75921,2018,6,18,9.61,30.74,35.61,26,3.56,5.73,9.29,7.27,-999,6.33,0.61,0.63,15.51,100.17,30.65
11.88101,79.75921,2018,6,19,9.3,31.17,35.6,26.3,2.58,6.77,9.36,8,-999,6.55,0.63,0.32,17.25,100.1,30.8
11.88101,79.75921,2018,6,20,7.82,31,34.81,26.99,2.89,6.12,9.01,7.84,-999,5.62,0.54,0.69,17.66,100.09,30.72
11.88101,79.75921,2018,6,21,5.86,29.98,32.97,27.11,1.6,6.36,7.96,7.23,-999,5.34,0.52,1.35,17.85,100.1,29.86
11.88101,79.75921,2018,6,22,7.04,30.34,33.81,26.76,2.52,5.47,7.99,6.89,-999,5.79,0.56,0.51,16.74,100.06,30.17
11.88101,79.75921,2018,6,23,8.33,31.51,35.16,26.83,4.14,3.94,8.08,6.11,-999,5.51,0.53,0.27,16.44,100.02,30.83
11.88101,79.75921,2018,6,24,6.82,30.91,34.27,27.45,1.96,4.41,6.37,5.42,6.74,6.03,0.58,1.29,17.06,100.13,30.56
11.88101,79.75921,2018,6,25,8.37,30.61,34.85,26.48,3.6,5.16,8.75,6.48,-999,6.3,0.61,2.03,15.83,100.08,30.36
11.88101,79.75921,2018,6,26,8.45,30.27,34.71,26.26,3.33,4.68,8.01,6.33,-999,5.64,0.55,2.23,16.51,99.99,29.94
11.88101,79.75921,2018,6,27,8.43,30.48,35.01,26.58,3.97,4.29,8.27,6.88,-999,4.54,0.44,3.55,17.13,99.95,30.1
11.88101,79.75921,2018,6,28,7.35,29.74,33.67,26.32,4.24,3.46,7.7,6.19,-999,5.42,0.53,1.19,17.18,100.06,29.51
11.88101,79.75921,2018,6,29,6.57,29.69,32.98,26.41,5.29,1.19,6.48,4.26,6.71,5.89,0.57,1.63,17.12,100.1,29.29
11.88101,79.75921,2018,6,30,5.58,29.58,32.25,26.66,4.1,2.47,6.57,4.87,-999,5.63,0.54,2.06,16.38,100.21,28.91
11.88101,79.75921,2018,7,1,5.68,29.24,32.09,26.41,5.25,0.74,6,3.81,6.6,5.35,0.52,10.08,17.93,100.23,28.98
11.88101,79.75921,2018,7,2,7.18,29.67,33.28,26.1,3.87,3.24,7.11,5.06,-999,6.32,0.61,10.04,18.21,100.16,29.29
11.88101,79.75921,2018,7,3,5.91,28.88,31.72,25.81,5.61,2.22,7.83,4.81,6.62,6.11,0.59,12.29,18.11,100.25,28.5
11.88101,79.75921,2018,7,4,7.63,29.77,33.66,26.03,4.69,3.3,7.99,5.58,-999,6.45,0.62,1.93,17.75,100.24,29.58
11.88101,79.75921,2018,7,5,8.53,30.33,34.6,26.06,4.4,2.94,7.34,5.79,6.75,6.66,0.64,0.97,17.27,100.18,30
11.88101,79.75921,2018,7,6,8.81,30.53,35.06,26.25,3.63,3.84,7.47,5.76,-999,5.07,0.49,0.42,17.47,100.07,30.34
11.88101,79.75921,2018,7,7,6.49,29.7,33.21,26.72,3.94,5.77,9.71,7.2,-999,3.24,0.31,0.06,17.06,100,29.72
11.88101,79.75921,2018,7,8,7.22,29.62,33.35,26.12,3.13,6.72,9.85,7.83,-999,3.74,0.36,1.85,17.37,99.95,29.46
11.88101,79.75921,2018,7,9,5.82,29.23,32.52,26.7,3.94,5.86,9.79,8.49,-999,4.54,0.44,1.85,18.05,99.98,29.22
11.88101,79.75921,2018,7,10,5.92,29,31.96,26.04,2.8,5.75,8.55,7.28,6.63,5.63,0.54,3.06,18.25,100.12,28.87
11.88101,79.75921,2018,7,11,6.6,29.08,32.62,26.02,2.22,7.84,10.06,8.78,-999,3.05,0.29,2.36,17.88,100.11,28.97
11.88101,79.75921,2018,7,12,8.48,29.83,34.18,25.71,2.49,7.65,10.14,8.52,-999,5.89,0.57,0.95,17.34,100.04,29.64
11.88101,79.75921,2018,7,13,8.76,30.02,34.93,26.17,4.74,5.34,10.08,8.01,-999,4.81,0.46,1.55,17.22,100,29.93
11.88101,79.75921,2018,7,14,7.24,29.71,33.76,26.52,2.53,6.69,9.22,7.57,-999,4.51,0.44,0.51,17.76,99.95,29.73
11.88101,79.75921,2018,7,15,7.93,30.37,34.65,26.73,3.23,7.4,10.62,8.78,-999,4.71,0.45,0.15,17.52,99.87,30.36
11.88101,79.75921,2018,7,16,8.4,30.45,34.81,26.41,2.47,8.31,10.78,9.63,-999,5.75,0.56,0.01,16.76,99.95,30.37
11.88101,79.75921,2018,7,17,8.98,30.8,35.56,26.59,2.25,8.2,10.45,9.2,-999,5.35,0.52,0.46,16.47,99.96,30.75
11.88101,79.75921,2018,7,18,7.75,30.56,34.71,26.96,2.43,7,9.43,8.17,-999,5.18,0.5,0.09,16.78,100,30.58
11.88101,79.75921,2018,7,19,6.88,30.24,34.12,27.24,2.87,6.9,9.77,7.93,-999,4.35,0.42,2.65,17.76,100.01,30.23
11.88101,79.75921,2018,7,20,6.99,29.63,33.49,26.5,3.28,6.45,9.73,8.21,-999,5.66,0.55,0.66,17.58,100.07,29.68
11.88101,79.75921,2018,7,21,8.01,30.3,34.63,26.62,2.45,7.4,9.85,8.4,-999,4.4,0.42,0.09,17.28,100.15,30.22
11.88101,79.75921,2018,7,22,8.87,31.02,35.31,26.43,3.19,5.11,8.3,6.66,-999,5.46,0.53,0.03,16.98,100.1,30.71
11.88101,79.75921,2018,7,23,8.08,31.3,35.3,27.21,4.64,3.54,8.18,6.01,-999,5.38,0.52,1.04,17.09,100.04,30.98
11.88101,79.75921,2018,7,24,8.34,31.56,35.44,27.11,4.8,2.63,7.44,5.48,6.68,4.92,0.47,0.85,17.4,100.18,30.99
11.88101,79.75921,2018,7,25,7.38,31.13,35.02,27.64,5.47,2.43,7.9,5.45,-999,6.48,0.62,0.87,17.27,100.2,30.7
11.88101,79.75921,2018,7,26,7.02,30.56,34.05,27.03,4.06,3.35,7.41,5.27,-999,5.38,0.52,1.06,17.56,100.25,30.2
11.88101,79.75921,2018,7,27,8.66,31.63,35.63,26.97,4.69,2.3,6.99,5.04,-999,4.34,0.42,0.32,17.15,100.19,30.93
11.88101,79.75921,2018,7,28,7.52,31.63,35.08,27.56,5.12,1.77,6.89,5.15,-999,6.08,0.59,0.21,16.88,100.15,30.93
11.88101,79.75921,2018,7,29,6.28,30.99,33.95,27.67,5.16,3.78,8.95,5.95,-999,5.21,0.5,0.94,17.42,100.06,30.49
11.88101,79.75921,2018,7,30,5.31,30.61,33.2,27.89,3.3,4.89,8.19,6.47,-999,5.04,0.48,2.06,17.88,100.07,30.33
11.88101,79.75921,2018,7,31,6.17,30.17,33.48,27.31,3.04,5.48,8.53,6.86,-999,5.29,0.51,3.29,17.71,100.16,30.12
11.88101,79.75921,2018,8,1,8.64,30.97,35.06,26.42,2.56,5.9,8.46,7.27,-999,5.82,0.56,0.42,16.94,100.22,30.58
11.88101,79.75921,2018,8,2,8.91,31.54,35.74,26.83,5.91,2.46,8.36,5.76,6.82,6.42,0.62,1.15,16.99,100.29,30.77
11.88101,79.75921,2018,8,3,5.58,30.09,33.25,27.67,2.74,5.03,7.77,6.77,-999,5.82,0.56,1.32,16.98,100.33,30.04
11.88101,79.75921,2018,8,4,8.62,30.87,34.74,26.12,6.5,0.74,7.24,4.42,-999,6,0.58,1.05,16.34,100.29,30.34
11.88101,79.75921,2018,8,5,5.67,30.17,32.92,27.25,5.22,1.06,6.29,4.14,-999,5.54,0.53,2.86,17.01,100.29,29.93
11.88101,79.75921,2018,8,6,8.66,31.09,35.52,26.86,5.98,3.67,9.65,6.5,-999,5.79,0.56,1.07,16.52,100.1,30.94
11.88101,79.75921,2018,8,7,9.28,31.12,35.58,26.3,3.98,5.61,9.59,7.48,-999,4.49,0.43,0.81,15.94,100,30.78
11.88101,79.75921,2018,8,8,8.61,30.98,35.14,26.53,3.09,6.25,9.34,7.56,-999,5.32,0.51,0.56,16.29,100.04,30.55
11.88101,79.75921,2018,8,9,8.21,30.55,34.53,26.31,4.81,2.59,7.4,5.66,-999,5.29,0.51,2.13,16.58,100.2,30.38
11.88101,79.75921,2018,8,10,6.45,30.14,33.43,26.98,3.72,3.51,7.24,5.63,-999,4.67,0.45,2.29,16.57,100.33,30.1
11.88101,79.75921,2018,8,11,7.15,29.92,33.64,26.49,2.51,6.87,9.38,7.9,-999,2,0.19,1.3,16.19,100.2,30.02
11.88101,79.75921,2018,8,12,7.13,29.54,33.65,26.52,2.68,6.92,9.61,8.22,-999,5.29,0.51,3.57,16.42,100.08,29.62
11.88101,79.75921,2018,8,13,8.42,29.83,34.38,25.96,3.67,6.77,10.44,8.29,-999,5.09,0.49,2.09,16.07,100.13,29.73
11.88101,79.75921,2018,8,14,7.05,29.59,33.46,26.4,4.54,6.11,10.66,7.75,-999,3.24,0.31,8.89,17.04,100.05,29.26
11.88101,79.75921,2018,8,15,4.84,28.75,31.39,26.56,3.17,8.41,11.59,10.01,-999,4.82,0.46,11.36,18.02,99.97,28.57
11.88101,79.75921,2018,8,16,8.26,29.6,34.2,25.94,4.65,7.35,12,9.41,6.73,5.31,0.51,2.38,17.35,99.95,29.59
11.88101,79.75921,2018,8,17,8.61,30.34,34.99,26.38,2.69,6.53,9.23,7.72,-999,5.26,0.5,0.35,17.05,99.89,30.36
11.88101,79.75921,2018,8,18,7.86,29.95,34.26,26.4,2.78,6.43,9.21,7.82,6.75,4.85,0.46,0.35,16.79,99.91,30.11
11.88101,79.75921,2018,8,19,7.22,29.76,33.85,26.63,3.81,4.47,8.28,6.9,-999,2.42,0.23,0.18,16.73,99.93,29.97
11.88101,79.75921,2018,8,20,8.47,30.37,34.97,26.5,3.38,4.85,8.23,7.06,-999,5.56,0.53,0.07,16.33,99.99,30.41
11.88101,79.75921,2018,8,21,9.52,31.38,36.05,26.52,3.37,4.54,7.91,6.6,-999,6.75,0.65,0.09,16.09,100.09,31.2
11.88101,79.75921,2018,8,22,8.16,31.03,35.22,27.06,6.32,1.5,7.82,5.52,6.83,6.21,0.6,0.09,15.8,100.18,30.73
11.88101,79.75921,2018,8,23,7.16,30.85,34.75,27.6,5.43,2.28,7.71,5.26,6.74,5.7,0.55,2.9,16.84,100.21,30.71
11.88101,79.75921,2018,8,24,6.15,29.95,33.22,27.07,5.12,2.74,7.86,5.09,-999,4.43,0.42,8.15,17.42,100.22,29.81
11.88101,79.75921,2018,8,25,6,30.1,33.07,27.08,6.92,0.71,7.63,3.99,-999,5.32,0.51,6.7,17.62,100.21,29.78
11.88101,79.75921,2018,8,26,7.17,29.87,33.44,26.27,4.73,0.56,5.29,3.69,-999,4.84,0.46,6.01,17.73,100.11,29.41
11.88101,79.75921,2018,8,27,6.72,30.07,33.76,27.04,4.85,0.97,5.82,4.25,-999,5.52,0.53,4.39,17.57,100.11,29.83
11.88101,79.75921,2018,8,28,9.09,30.3,34.71,25.62,3.99,2.32,6.31,5.12,-999,4.82,0.46,2,17.4,100.15,29.68
11.88101,79.75921,2018,8,29,8.07,30.1,34.06,25.99,5.93,1.33,7.26,4.93,6.76,5.85,0.56,2.56,17.49,100.23,29.59
11.88101,79.75921,2018,8,30,7.83,30.15,34.23,26.4,6.07,1.14,7.21,4.67,-999,6.11,0.59,6.66,17.75,100.18,29.7
11.88101,79.75921,2018,8,31,5.23,28.67,31.02,25.79,4.93,1.38,6.31,4.99,-999,4.2,0.4,8.56,18.22,100.28,28.1
11.88101,79.75921,2018,9,1,4.8,28.38,30.68,25.88,2.49,4.31,6.81,5.8,-999,4.06,0.39,10.35,17.87,100.42,27.93
11.88101,79.75921,2018,9,2,5.97,28.91,31.93,25.96,5.69,0.72,6.4,4.18,-999,3.57,0.34,1.07,17.86,100.37,28.56
11.88101,79.75921,2018,9,3,6.98,29.82,33.12,26.14,6.91,0.3,7.21,4.38,6.92,6.53,0.63,0.32,17.44,100.35,29.32
11.88101,79.75921,2018,9,4,8.02,30.4,34.06,26.04,6.64,0.63,7.27,4.67,-999,6.64,0.64,0.74,17.87,100.38,29.59
11.88101,79.75921,2018,9,5,7.45,30.04,33.67,26.22,7.59,0.1,7.7,4.91,-999,6.78,0.66,0.12,17.39,100.3,29.6
11.88101,79.75921,2018,9,6,9,30.72,35,26,6.17,1.74,7.91,4.99,-999,6.57,0.63,0.02,16.86,100.16,30.05
11.88101,79.75921,2018,9,7,9.54,31.24,35.92,26.38,6.22,1.29,7.51,5.23,6.99,6.59,0.64,0.01,16.13,100.19,30.7
11.88101,79.75921,2018,9,8,8.6,31.41,35.6,26.99,6.05,1.6,7.65,5.26,6.92,6.76,0.65,0.15,16.41,100.23,30.63
11.88101,79.75921,2018,9,9,6.1,30.86,33.35,27.25,3.09,2.9,6,4.27,-999,5.93,0.57,1.35,17.34,100.36,29.93
11.88101,79.75921,2018,9,10,5.69,29.48,32.15,26.47,2.96,2.71,5.67,4.52,-999,5.77,0.56,1.85,17.49,100.56,28.93
