LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2M_MAX,T2M_MIN,WS50M_RANGE,WS50M_MIN,WS50M_MAX,WS50M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,KT,PRECTOT,QV2M,PS,T2M
11.88101,79.75921,2000,1,1,5.74,24.44,27.4,21.65,2.09,6.23,8.33,7.24,4.57,3.7,0.44,0.09,14.21,100.77,24.07
11.88101,79.75921,2000,1,2,6.18,24.64,27.73,21.56,2.24,6.06,8.3,7.18,5.17,5.14,0.61,0.08,13.89,100.74,24.38
11.88101,79.75921,2000,1,3,5.28,24.75,27.33,22.06,2.18,6.14,8.32,7.46,5.77,3.35,0.4,0.03,14.58,100.67,24.27
11.88101,79.75921,2000,1,4,6.08,24.86,27.48,21.4,2.54,5.91,8.45,7,5.34,5.17,0.61,0.03,14.99,100.66,24.21
11.88101,79.75921,2000,1,5,4.68,25.34,27.68,23,3.11,6.35,9.46,7.63,5.41,3.22,0.38,0.86,16.59,100.61,24.95
11.88101,79.75921,2000,1,6,3.4,24.95,26.78,23.37,1.38,6.81,8.2,7.49,5.29,2.55,0.3,2.09,16.89,100.61,24.7
11.88101,79.75921,2000,1,7,4.71,24.94,27.52,22.81,3.01,7.7,10.71,9.05,5.04,2.61,0.31,0.53,15.56,100.66,24.64
11.88101,79.75921,2000,1,8,4.91,25.04,27.47,22.57,2.86,7.33,10.19,8.69,4.37,2.96,0.35,0.25,15.49,100.68,24.62
11.88101,79.75921,2000,1,9,4.57,25.26,27.57,22.99,1.32,7.24,8.56,7.8,5.34,2.32,0.27,1.23,16.1,100.68,24.84
11.88101,79.75921,2000,1,10,3.75,25.49,27.41,23.66,1.17,6.4,7.57,6.97,5.03,2.81,0.33,4.68,17.29,100.63,25.15
11.88101,79.75921,2000,1,11,4.37,25.85,27.97,23.59,2.1,6.17,8.27,7.21,4.88,3.44,0.4,0.72,16.62,100.65,25.34
11.88101,79.75921,2000,1,12,4.96,26.05,28.54,23.58,1.14,4.94,6.08,5.57,4.96,4.58,0.53,0.09,16.27,100.63,25.57
11.88101,79.75921,2000,1,13,6.07,25.94,28.78,22.71,2.11,4.05,6.15,4.98,4.5,4.71,0.55,0.07,15.78,100.64,25.3
11.88101,79.75921,2000,1,14,6.16,26.14,28.87,22.71,1.85,2.79,4.64,3.77,4.89,4.94,0.57,0.02,15.94,100.54,25.26
11.88101,79.75921,2000,1,15,5.94,26.5,29.44,23.51,4.37,1.6,5.97,3.53,5.77,4.7,0.54,0,16.31,100.61,25.75
11.88101,79.75921,2000,1,16,4.99,25.82,28.04,23.05,2.31,3.97,6.28,5.12,5.88,5.16,0.59,0.02,16.55,100.7,25.33
11.88101,79.75921,2000,1,17,5.86,25.74,28.72,22.86,2.13,5.2,7.33,6.33,5.74,5.02,0.58,0.01,16.05,100.86,25.06
11.88101,79.75921,2000,1,18,6.37,25.65,28.51,22.13,2.28,5.72,7.99,6.9,5.89,5.89,0.67,0,15.46,100.98,24.82
11.88101,79.75921,2000,1,19,7.52,25.33,28.74,21.22,2.54,3.96,6.5,5.28,5.13,5.14,0.59,0,15.43,100.9,24.45
11.88101,79.75921,2000,1,20,7.18,25.33,28.87,21.69,4.8,1.16,5.96,3.49,6.35,6.24,0.71,0,14.12,100.76,24.48
11.88101,79.75921,2000,1,21,7.75,24.85,28.53,20.79,4.99,0.9,5.89,3.13,6.41,6.42,0.73,0,13.26,100.82,23.91
11.88101,79.75921,2000,1,22,7.41,24.73,28.14,20.73,2.3,2.11,4.41,3.49,5.82,5.83,0.66,0,13.55,100.88,23.68
11.88101,79.75921,2000,1,23,8.2,24.93,28.8,20.6,5.81,0.2,6,2.91,6.34,6.28,0.71,0,12.91,100.81,24.02
11.88101,79.75921,2000,1,24,7.83,25.57,29.1,21.27,5.52,0.96,6.48,3.45,6.26,6.24,0.7,0,14.18,100.88,24.56
11.88101,79.75921,2000,1,25,6.93,25.91,28.97,22.03,3.11,4.21,7.32,5.5,5.05,5.15,0.58,0,14.88,100.97,24.88
11.88101,79.75921,2000,1,26,6.23,25.78,28.51,22.28,2.32,5.84,8.16,6.92,5.31,5.02,0.56,0,14.02,100.99,24.83
11.88101,79.75921,2000,1,27,6.66,25.68,28.59,21.92,2.32,6.05,8.37,7.38,5.29,5.2,0.58,0,13.6,100.93,24.84
11.88101,79.75921,2000,1,28,6.78,26.15,29.11,22.33,1.91,6.69,8.6,7.41,5.45,4.95,0.55,0.05,14.66,100.91,25.29
11.88101,79.75921,2000,1,29,6.7,26.25,29.5,22.8,1.27,5.87,7.15,6.35,5.65,5.25,0.58,0.01,15.25,100.96,25.4
11.88101,79.75921,2000,1,30,7.8,25.87,29.45,21.64,2.5,4.18,6.68,5.48,5.84,5.85,0.65,0,14.97,101.04,24.98
11.88101,79.75921,2000,1,31,7.04,25.71,28.96,21.92,2.47,4.59,7.06,5.6,5.29,5.31,0.59,0,13.65,101.04,24.76
11.88101,79.75921,2000,2,1,7.85,25.36,28.87,21.03,2.71,3.73,6.45,4.88,6.66,6.61,0.73,0,12.03,100.89,24.44
11.88101,79.75921,2000,2,2,8.28,26.26,29.45,21.17,3.58,3.1,6.68,4.77,6.43,5.28,0.58,0.21,15.17,100.84,25.03
11.88101,79.75921,2000,2,3,6.02,26.78,29.58,23.57,2.53,5.83,8.36,7.06,6.48,4.61,0.5,1.99,16.96,100.93,26.15
11.88101,79.75921,2000,2,4,5.64,27.1,29.87,24.23,1.34,4.94,6.28,5.7,5.86,4.3,0.47,0.91,17.12,100.81,26.43
11.88101,79.75921,2000,2,5,6.27,27.41,30.06,23.79,3.22,3.51,6.73,4.79,6.02,4.91,0.53,0.41,16.56,100.66,26.32
11.88101,79.75921,2000,2,6,6.81,27.75,30.6,23.79,3.44,3.31,6.75,4.75,4.8,4.93,0.53,0.17,16.57,100.6,26.61
11.88101,79.75921,2000,2,7,6.52,27.75,30.29,23.77,2.6,3.27,5.86,4.59,4.62,4.11,0.44,0.43,16.78,100.56,26.63
11.88101,79.75921,2000,2,8,6.21,27.71,30.38,24.17,3.61,3.78,7.39,5.1,5.26,5.27,0.57,2.82,16.83,100.51,26.69
11.88101,79.75921,2000,2,9,6.69,27.84,30.64,23.94,4.11,2.44,6.55,4.62,5.11,5.15,0.55,0.63,15.59,100.64,26.74
11.88101,79.75921,2000,2,10,6.82,28.29,31.31,24.49,3.62,3.04,6.65,4.58,5.1,5.14,0.55,0.01,15.51,100.66,27.12
11.88101,79.75921,2000,2,11,7.58,28.44,31.46,23.89,3.79,2.97,6.75,4.7,4.91,5.43,0.58,0,15.54,100.63,27.17
11.88101,79.75921,2000,2,12,6.91,28.55,31.23,24.32,3.76,2.39,6.15,4.12,5.13,5.23,0.56,0,15.52,100.59,27.21
11.88101,79.75921,2000,2,13,7.45,27.9,30.99,23.53,3.63,2.83,6.46,4.84,6.55,6.56,0.69,0,14.43,100.56,26.61
11.88101,79.75921,2000,2,14,7.76,27.59,30.72,22.97,2.98,3.77,6.75,5.6,5.95,5.94,0.63,0,15.23,100.62,26.33
11.88101,79.75921,2000,2,15,6.34,27.77,30.41,24.08,1.91,6.31,8.22,7.22,6.55,5.94,0.63,0.17,15.63,100.69,26.65
11.88101,79.75921,2000,2,16,6.95,27.8,30.73,23.78,2.1,5.09,7.2,6.21,6.23,5.87,0.62,0.08,15.33,100.72,26.56
11.88101,79.75921,2000,2,17,8.6,28.28,31.56,22.96,3.99,2.41,6.4,4.64,6.84,6.65,0.7,0,14.72,100.54,26.66
11.88101,79.75921,2000,2,18,8.99,28.93,32.82,23.83,5.42,1.12,6.55,3.8,7.14,7.12,0.74,0,14.05,100.44,27.63
11.88101,79.75921,2000,2,19,8.97,29.46,32.99,24.03,6.32,1.39,7.72,3.91,6.82,6.82,0.71,0,15.49,100.39,27.99
11.88101,79.75921,2000,2,20,6.61,29.44,31.86,25.25,5.53,2.32,7.84,4.45,6.46,5.48,0.57,0.18,16.47,100.4,27.95
11.88101,79.75921,2000,2,21,6.24,29.15,31.39,25.15,3.98,2.52,6.5,4.43,5.62,5.62,0.58,0.11,16.55,100.46,27.66
11.88101,79.75921,2000,2,22,5.43,28.64,30.62,25.18,3.46,2.98,6.44,4.91,4.96,5.49,0.57,0.24,17.05,100.5,27.47
11.88101,79.75921,2000,2,23,3.35,27.37,28.51,25.16,2.23,3.74,5.98,5.09,5.98,4.88,0.5,18.62,18.18,100.52,26.59
11.88101,79.75921,2000,2,24,3.26,26.53,28.07,24.81,2.4,4.76,7.15,5.9,6.83,1.5,0.15,22.55,18.56,100.6,26.08
11.88101,79.75921,2000,2,25,4.59,27.01,28.95,24.36,2.77,2.92,5.69,4.55,6.06,5.74,0.59,8.01,17.97,100.54,26.21
11.88101,79.75921,2000,2,26,4.29,26.72,28.64,24.35,2.14,4.68,6.82,5.58,5.63,2.93,0.3,19.28,18.12,100.36,26.13
11.88101,79.75921,2000,2,27,3.55,26.44,28.31,24.76,2.67,5.19,7.85,6.81,6.9,3.13,0.32,14.76,17.8,100.48,26.12
11.88101,79.75921,2000,2,28,4.24,26.87,29.08,24.85,1.45,7.21,8.66,7.89,6.35,4.64,0.47,2.53,17.15,100.69,26.44
11.88101,79.75921,2000,2,29,6.2,26.79,29.65,23.45,2.44,6.13,8.57,7.31,6.09,6.1,0.62,0.03,15.89,100.73,26.23
11.88101,79.75921,2000,3,1,7.87,26.25,29.93,22.07,3.01,3.26,6.28,5.51,7.21,7.11,0.72,0,14.59,100.68,25.46
11.88101,79.75921,2000,3,2,9.14,26.35,30.45,21.31,3.16,2.41,5.57,3.56,7.39,7.34,0.74,0,14.19,100.67,25.39
11.88101,79.75921,2000,3,3,9.76,26.33,31.06,21.31,3.76,1.03,4.79,2.99,7.21,7.21,0.72,0,13.9,100.66,25.7
11.88101,79.75921,2000,3,4,8.72,26.54,31.18,22.45,3.89,0.4,4.3,2.59,7.16,7.12,0.71,0,14.66,100.66,26.07
11.88101,79.75921,2000,3,5,9.43,26.05,30.87,21.44,3.04,1.95,4.99,3.44,7.02,7.04,0.7,0,13.73,100.57,25.44
11.88101,79.75921,2000,3,6,9.76,26.77,30.87,21.11,4.99,1.21,6.2,3.4,7.31,7.11,0.71,0,14.46,100.53,25.64
11.88101,79.75921,2000,3,7,7.37,28.23,30.91,23.53,3.23,2.97,6.2,4.34,7.09,6.51,0.65,0.25,17.2,100.58,26.99
11.88101,79.75921,2000,3,8,6.67,29.61,32.12,25.45,5.44,0.71,6.15,3.52,6.68,6.13,0.61,0.04,17.66,100.52,28.28
11.88101,79.75921,2000,3,9,7.08,29.81,32.97,25.89,5.69,1,6.7,3.46,6.1,6.15,0.61,0,17.41,100.46,28.62
11.88101,79.75921,2000,3,10,7.77,29.43,32.75,24.98,3.75,2.14,5.89,3.82,5.95,6.44,0.64,0,17.27,100.47,28.21
11.88101,79.75921,2000,3,11,7.72,29.19,32.41,24.69,3.2,2.93,6.12,4.15,6.12,6.1,0.6,0,17.15,100.55,27.88
11.88101,79.75921,2000,3,12,8.49,28.94,32.55,24.07,3.74,2.85,6.58,4.35,6.85,6.86,0.67,0.02,16.46,100.46,27.66
11.88101,79.75921,2000,3,13,8.57,29.47,33.33,24.76,3.64,3.58,7.22,5.34,7.29,7.29,0.72,0.04,16.78,100.36,28.24
11.88101,79.75921,2000,3,14,8.57,29.74,33.33,24.75,4.54,2.15,6.69,4.48,7.27,7.27,0.71,0.16,16.93,100.45,28.33
11.88101,79.75921,2000,3,15,7.45,29.78,32.78,25.33,3.69,2.2,5.89,3.93,7.05,7.1,0.69,0.24,16.8,100.52,28.26
11.88101,79.75921,2000,3,16,8.69,29.73,33.38,24.69,4.84,1.76,6.6,3.86,7.12,7.14,0.7,0,16.22,100.45,28.37
11.88101,79.75921,2000,3,17,8.69,29.55,33.07,24.38,3.62,2.82,6.44,4.29,7.32,7.32,0.71,0,16.7,100.36,28.21
11.88101,79.75921,2000,3,18,7.94,29.46,32.81,24.88,4.49,1.85,6.34,4.13,7.49,7.36,0.72,0,15.93,100.44,28.06
11.88101,79.75921,2000,3,19,8.6,29.66,33.21,24.61,4.1,2.25,6.35,3.95,7.45,7.45,0.72,0,15.86,100.48,28.2
11.88101,79.75921,2000,3,20,8.93,29.64,33.42,24.49,3.89,2.69,6.58,4.63,7.47,7.47,0.72,0,15.57,100.44,28.23
11.88101,79.75921,2000,3,21,8.44,29.4,32.81,24.37,5.34,1.51,6.85,4.31,7.42,7.42,0.72,0.01,16.13,100.54,27.81
11.88101,79.75921,2000,3,22,7.73,29.23,32.01,24.28,3.02,3.15,6.18,4.82,6.64,6.59,0.64,0.01,16.32,100.58,27.58
11.88101,79.75921,2000,3,23,7.29,29.94,32.45,25.16,3.06,2.63,5.69,4.22,6.71,5.95,0.57,0.03,16.86,100.57,28.22
11.88101,79.75921,2000,3,24,5.3,29.2,31,25.7,2.64,2.9,5.54,3.96,6.77,6.26,0.6,0.19,17.25,100.6,27.89
11.88101,79.75921,2000,3,25,7.04,29.78,32.29,25.25,4.58,2.18,6.76,4.49,6.72,5.35,0.51,0.02,16.3,100.59,28.23
11.88101,79.75921,2000,3,26,8.02,30.26,33.35,25.33,2.38,4.69,7.07,5.6,7.4,7,0.67,0.21,16.69,100.55,28.8
11.88101,79.75921,2000,3,27,6.89,29.8,32.29,25.4,2.75,4.39,7.14,5.66,6.81,6.13,0.59,0.65,17.37,100.53,28.41
11.88101,79.75921,2000,3,28,7.45,29.75,32.73,25.28,2.69,5.34,8.03,6.38,7.57,6.11,0.59,0.57,17.12,100.48,28.44
11.88101,79.75921,2000,3,29,8.21,29.69,33.35,25.14,3.23,5.22,8.45,6.47,6.65,6.98,0.67,0.06,17.01,100.48,28.5
11.88101,79.75921,2000,3,30,10.39,29.39,33.85,23.46,5.27,2.49,7.75,5.34,7.43,7.43,0.71,0,15.76,100.38,28.22
11.88101,79.75921,2000,3,31,10.34,29.95,34.21,23.87,6.38,0.78,7.16,4.26,7.12,7.51,0.72,0,15.73,100.24,28.49
11.88101,79.75921,2000,4,1,5.58,28.39,30.94,25.36,4.25,1.87,6.12,4.53,7.37,1.33,0.13,16.05,18.24,100.16,27.63
11.88101,79.75921,2000,4,2,5.65,29.73,31.95,26.3,4.72,1.2,5.93,3.71,6.13,5.41,0.52,4.63,18.99,100.26,28.65
11.88101,79.75921,2000,4,3,4.41,29.36,30.78,26.36,2.95,1.73,4.68,3.38,6.14,5.2,0.5,0.95,19.29,100.33,28.43
11.88101,79.75921,2000,4,4,4.38,29.43,31.17,26.79,3.4,1.92,5.32,3.29,6.64,6.75,0.64,0.41,19.22,100.32,28.62
11.88101,79.75921,2000,4,5,5.06,29.33,31.38,26.32,4.28,1.88,6.17,4.15,6.71,5.14,0.49,0.29,19.17,100.3,28.46
11.88101,79.75921,2000,4,6,4.89,29.27,31,26.11,3.78,2.08,5.85,4.07,6.62,6.06,0.58,0.07,18.73,100.33,28.24
11.88101,79.75921,2000,4,7,5.08,29.29,31.25,26.17,3.02,1.89,4.91,3.53,7.55,6.1,0.58,0.07,18.81,100.52,28.37
11.88101,79.75921,2000,4,8,6.83,30.27,32.95,26.12,4.52,1.5,6.03,3.29,6.27,6.59,0.63,0.06,18.05,100.54,28.94
11.88101,79.75921,2000,4,9,8.14,30.05,33.63,25.5,3.57,2.97,6.54,4.61,7.47,7.47,0.71,0.01,17.63,100.35,29.09
11.88101,79.75921,2000,4,10,10.16,31.5,36.07,25.9,4.57,2.82,7.39,5.6,7.59,7.6,0.72,0.04,17.82,100.19,30.39
11.88101,79.75921,2000,4,11,8.21,30.99,34.52,26.32,2.73,4.93,7.66,6.22,7.52,7.34,0.7,0.06,18.06,100.2,30.02
11.88101,79.75921,2000,4,12,8.43,31.19,35.17,26.73,3.85,3.98,7.83,5.98,7.4,7.37,0.7,0.1,17.97,100.2,30.41
11.88101,79.75921,2000,4,13,10.15,32.11,36.5,26.35,3.89,4.12,8.01,6.24,7.28,7.28,0.69,0.39,17.51,100.07,31.1
11.88101,79.75921,2000,4,14,9.53,32.81,37.17,27.64,4.73,2.66,7.39,5.74,7.08,7.16,0.68,0.49,17.67,99.94,31.91
11.88101,79.75921,2000,4,15,8.81,32.48,36.54,27.73,5.48,1.83,7.31,5.25,7.1,7.1,0.67,0.57,17.85,100.04,31.49
11.88101,79.75921,2000,4,16,8.49,31.8,35.72,27.23,3.18,4.35,7.53,5.38,6.45,6.38,0.6,0.14,17.8,100.17,30.72
11.88101,79.75921,2000,4,17,8.49,31.85,35.27,26.78,4.35,3.75,8.1,5.24,5.32,5.74,0.54,0.75,18.06,100.23,30.42
11.88101,79.75921,2000,4,18,7.24,31.88,34.62,27.38,3.17,3.59,6.76,5,5.34,6.12,0.58,0.18,17.35,100.34,30.38
11.88101,79.75921,2000,4,19,7.67,31.81,34.31,26.64,3.69,2.13,5.82,3.94,6.28,6.4,0.6,0.04,16.87,100.43,30.04
11.88101,79.75921,2000,4,20,6.46,31.9,33.74,27.28,4.33,1.65,5.98,3.75,6.16,6.48,0.61,0.08,18.02,100.34,30.02
11.88101,79.75921,2000,4,21,7.71,32.26,34.92,27.21,5.81,0.69,6.51,4.08,6.18,6.25,0.59,0.21,17.85,100.24,30.62
11.88101,79.75921,2000,4,22,9.13,32.99,36.64,27.52,5.09,1.09,6.19,4.44,5.4,5.99,0.57,0.22,18.01,100.2,31.45
11.88101,79.75921,2000,4,23,7.62,32.4,35.49,27.88,3.74,3.03,6.77,5.02,5.95,6.19,0.58,0.33,19.07,100.16,31.09
11.88101,79.75921,2000,4,24,7.37,31.96,35.29,27.91,4.83,1.7,6.54,4.43,6.54,6.52,0.62,2.32,18.34,100.18,31.09
11.88101,79.75921,2000,4,25,9.77,32.74,37.39,27.62,7.63,0.81,8.44,5.98,7.36,7.26,0.69,0.08,17.03,100,32.06
11.88101,79.75921,2000,4,26,11.03,33.66,39.11,28.08,7.41,0.98,8.39,6.2,7.51,7.5,0.71,0.05,16.43,99.94,32.73
11.88101,79.75921,2000,4,27,9.98,33.61,38.14,28.17,4.83,3.88,8.71,6.6,7.45,7.43,0.7,0.08,17.68,99.93,32.43
11.88101,79.75921,2000,4,28,10.41,33.78,38.5,28.09,5.04,3.82,8.85,6.74,7.4,7.41,0.7,0.05,17.79,99.98,32.67
11.88101,79.75921,2000,4,29,8.36,33.73,37.52,29.16,5.19,2.98,8.17,6.1,7.37,7.38,0.7,0.03,18.26,100.1,32.71
11.88101,79.75921,2000,4,30,7.48,32.91,36.29,28.81,4.85,2.28,7.13,5.32,7.34,7.02,0.66,0.21,19.05,100.15,31.94
11.88101,79.75921,2000,5,1,7.93,32.42,36.28,28.35,5.74,2.2,7.95,5.4,6.74,6.7,0.63,0.76,19.52,100.14,31.56
11.88101,79.75921,2000,5,2,6.23,31.68,34.86,28.63,2.66,4.58,7.24,5.83,6.52,6.6,0.62,0.43,19.12,100.21,31.14
11.88101,79.75921,2000,5,3,6.25,31.01,34.18,27.93,5.69,3.74,9.43,6.24,6.14,6.37,0.6,1.59,17.56,100.44,30.43
11.88101,79.75921,2000,5,4,7.84,31.99,34.62,26.78,4.98,1.93,6.91,4.52,6.65,6.91,0.65,0.24,17.39,100.32,30.44
11.88101,79.75921,2000,5,5,5.29,31.19,33.12,27.83,3.93,2.58,6.51,4.2,6.76,6.77,0.64,1.47,18.45,100.26,30.26
11.88101,79.75921,2000,5,6,7.85,32.1,35.19,27.35,3.27,4,7.28,5.71,5.71,5.77,0.55,0.81,18.87,100.31,30.83
11.88101,79.75921,2000,5,7,7.07,32.27,34.65,27.57,4.3,3.2,7.51,5.04,6.75,6.72,0.64,0.52,18.28,100.37,31.04
11.88101,79.75921,2000,5,8,8.11,33.15,36.02,27.91,6.77,0.78,7.55,4.86,6.44,6.38,0.6,1.49,16.87,100.28,31.53
11.88101,79.75921,2000,5,9,3.71,31.07,32.37,28.65,3.67,0.32,3.99,2.72,5.93,5.68,0.54,0.49,18.39,100.31,30.33
11.88101,79.75921,2000,5,10,6.18,31.63,34.19,28.01,4.99,2.71,7.7,4.81,6.34,6.16,0.58,2.24,18.85,100.21,30.8
11.88101,79.75921,2000,5,11,4.83,30.56,33.12,28.29,3.1,4.68,7.77,6.43,6.86,6.17,0.58,1.85,19.19,100.24,30.39
11.88101,79.75921,2000,5,12,5.94,30.56,33.55,27.61,5.81,2.61,8.43,6.26,7.26,6.79,0.64,0.46,19.2,100.25,30.34
11.88101,79.75921,2000,5,13,7.43,31.75,35.36,27.93,7.27,1.12,8.39,5.56,7.16,7.18,0.68,0.07,17.83,100.22,31.51
11.88101,79.75921,2000,5,14,10.25,33.9,38.74,28.5,8.11,0.57,8.68,6.12,6.96,6.98,0.66,0,16.73,100.04,33.19
11.88101,79.75921,2000,5,15,9.04,34.3,38.74,29.7,7,1.89,8.89,6.57,6.41,6.93,0.66,0.05,16.62,100.05,33.7
11.88101,79.75921,2000,5,16,6.4,31.89,34.01,27.62,3.23,3.85,7.08,5.61,7.14,7.15,0.68,2.16,16.8,100.3,30.71
11.88101,79.75921,2000,5,17,8.06,32.97,36.89,28.83,3.51,4.4,7.92,5.8,7.36,7.09,0.67,0.29,16.71,100.19,32.47
11.88101,79.75921,2000,5,18,8.15,33.48,37.21,29.06,5.98,3.37,9.35,6.91,7.55,7.28,0.69,0.07,16.2,100.12,32.73
11.88101,79.75921,2000,5,19,9.36,33.76,37.69,28.33,4.06,4.43,8.49,6.58,5.88,6.2,0.59,0.08,15.35,100.02,33.12
11.88101,79.75921,2000,5,20,8.18,34.37,37.75,29.58,7.14,0.64,7.78,5.29,6.04,6.19,0.59,0,15.65,100.05,33.19
11.88101,79.75921,2000,5,21,6.47,33.33,36.51,30.04,7.19,1.48,8.68,5.75,6.33,6.71,0.64,0.02,15.93,99.98,32.85
11.88101,79.75921,2000,5,22,8.69,34.47,38.28,29.59,6.6,1.63,8.23,5.77,6.97,6.87,0.65,0,16.64,99.98,33.31
11.88101,79.75921,2000,5,23,2.07,31.22,31.15,29.08,4.44,2.72,7.16,4.88,7.1,4.71,0.45,0.08,17.85,100.09,30.24
11.88101,79.75921,2000,5,24,6.3,32.24,35.04,28.74,5.14,0.83,5.97,4.06,7.06,6.01,0.57,1.68,18.42,100.08,31.43
11.88101,79.75921,2000,5,25,5.57,31.99,33.77,28.2,6.8,0.25,7.05,3.54,7.06,4.94,0.47,1.96,18.74,100.08,30.96
11.88101,79.75921,2000,5,26,4.96,31.33,33.36,28.39,3.33,4.45,7.79,5.87,6.41,6.57,0.63,0.72,18.93,100.04,30.62
11.88101,79.75921,2000,5,27,5.71,31.55,33.56,27.85,6.17,2.05,8.22,5.28,6.83,6.35,0.61,0.48,18.09,100.03,30.41
11.88101,79.75921,2000,5,28,6.47,31.27,33.96,27.49,4.44,3,7.44,4.92,6.99,6.86,0.66,0.23,17.34,100.15,30.04
11.88101,79.75921,2000,5,29,4.75,30.57,31.83,27.09,5.36,1.82,7.19,3.97,6.27,6.47,0.62,0.21,17.43,100.27,29.42
11.88101,79.75921,2000,5,30,5.36,30.17,32.32,26.95,6.29,1.02,7.31,4.28,6.5,6.14,0.59,10,17.58,100.26,29.34
11.88101,79.75921,2000,5,31,4.76,29.01,31.16,26.39,4.8,4.25,9.05,6.42,7.02,4.86,0.47,3.82,17.9,100.14,28.4
11.88101,79.75921,2000,6,1,6.15,29.62,32.31,26.16,3.93,2.96,6.89,5.68,7.05,4.21,0.4,2.41,17.82,100.01,28.81
11.88101,79.75921,2000,6,2,5.1,29.32,30.97,25.87,3.53,3.59,7.12,5.41,6.63,5.89,0.56,1.97,17.14,99.95,28.5
11.88101,79.75921,2000,6,3,6.51,29.4,32.27,25.77,3.25,4.62,7.86,5.96,7.16,5.02,0.48,7.34,17.81,99.77,28.72
11.88101,79.75921,2000,6,4,7.64,29.55,33.67,26.03,4.43,5.81,10.24,8.06,7.06,2.55,0.24,1.95,17.1,99.65,29.17
11.88101,79.75921,2000,6,5,8.59,30.39,34.69,26.1,3.78,6.79,10.56,9,7.06,3.19,0.31,0.23,16.96,99.46,30.16
11.88101,79.75921,2000,6,6,6.71,30.49,33.78,27.07,4.29,9.33,13.62,11.58,7.06,3.79,0.36,0.47,17.47,99.58,30.28
11.88101,79.75921,2000,6,7,7.61,30.9,34.7,27.09,3.23,10.09,13.32,11.52,7.06,3.3,0.32,0.16,17.5,99.87,30.56
11.88101,79.75921,2000,6,8,7.67,31.08,34.74,27.07,2.38,7.75,10.13,8.81,6.5,5.08,0.49,0.12,17.05,100.1,30.57
11.88101,79.75921,2000,6,9,7.59,30.78,34.12,26.53,2.98,6.33,9.3,7.74,5.75,5.83,0.56,0.11,17.58,100.16,30.08
11.88101,79.75921,2000,6,10,7.05,30.5,33.88,26.83,2.66,6.39,9.05,7.97,6.67,6.62,0.64,0.14,17.15,100.18,30.13
11.88101,79.75921,2000,6,11,8.22,29.91,34.25,26.02,1.91,7.24,9.15,8.24,7.29,6.46,0.62,3.68,16.14,100.18,29.5
11.88101,79.75921,2000,6,12,7.57,29.05,32.75,25.17,5.09,3.84,8.93,6.64,7.04,4.01,0.39,2.19,16.64,100.27,28.54
11.88101,79.75921,2000,6,13,7.57,29.49,33.06,25.49,3.78,4.64,8.42,6.87,7.05,4.47,0.43,0.19,16.04,100.33,29.14
11.88101,79.75921,2000,6,14,9.12,30.5,34.91,25.79,4.91,4.08,9,6.84,5.15,5.64,0.54,0.28,15.88,100.28,30.08
11.88101,79.75921,2000,6,15,8.66,30.81,34.75,26.09,6.28,2.43,8.71,6.06,5.75,5.7,0.55,0.18,15.88,100.18,30.36
11.88101,79.75921,2000,6,16,8.61,31.85,35.92,27.31,6.61,1.68,8.29,5.75,6.61,6.39,0.62,0.49,16.61,100.05,31.39
11.88101,79.75921,2000,6,17,7.52,31.78,35.29,27.77,3.79,5.5,9.28,7.43,5.41,5.72,0.55,0.13,16.43,100.01,31.49
11.88101,79.75921,2000,6,18,8.23,31.62,35.5,27.27,2.56,7.54,10.1,8.72,5.6,6.3,0.61,0.1,16.07,99.92,31.31
11.88101,79.75921,2000,6,19,7.54,30.91,34.61,27.08,3.72,6.21,9.93,7.96,6.81,4.5,0.43,2.88,16.98,99.85,30.79
11.88101,79.75921,2000,6,20,8.77,31.49,35.54,26.76,4.49,4.38,8.86,7.2,6.47,6.23,0.6,0.2,17,99.86,30.88
11.88101,79.75921,2000,6,21,6.45,30.97,34.03,27.58,7.13,1.58,8.71,5.02,7.21,4.56,0.44,1,17.82,99.99,30.37
11.88101,79.75921,2000,6,22,3.97,28.95,30.79,26.82,6.56,0.6,7.16,3.41,7.04,3.7,0.36,9.82,18.38,100.16,28.71
11.88101,79.75921,2000,6,23,5.85,28.8,32.04,26.2,4.2,2.09,6.29,4.68,7.08,3.29,0.32,7.52,17.96,100.19,28.75
11.88101,79.75921,2000,6,24,4.91,29,31.54,26.63,5.65,1.42,7.07,4.93,6.65,6.47,0.62,0.01,16.51,100.14,28.93
11.88101,79.75921,2000,6,25,7.51,30.2,33.84,26.33,5.36,1.56,6.92,4.68,6.81,6.86,0.66,0.13,16.84,100.06,29.84
11.88101,79.75921,2000,6,26,8.35,31.04,34.95,26.59,6.53,0.78,7.3,4.7,6.35,6.18,0.6,0.93,16.53,100.07,30.5
11.88101,79.75921,2000,6,27,5.59,29.78,32.05,26.46,4.17,3.83,8,5.77,7.03,4.34,0.42,1.25,16.67,100.1,28.99
11.88101,79.75921,2000,6,28,8.41,29.94,33.82,25.41,6.23,3.57,9.8,7.26,7.03,3.82,0.37,1.57,15.29,100.02,29.13
11.88101,79.75921,2000,6,29,9.98,30.68,35.08,25.1,2.99,6.3,9.29,7.81,7.03,3.26,0.31,0.71,15.91,99.83,30
